Date,Sector,Close
2024-09-13 00:00:00-04:00,Pharma,153.54856872558594
2024-09-16 00:00:00-04:00,Pharma,154.6105194091797
2024-09-17 00:00:00-04:00,Pharma,153.01759338378906
2024-09-18 00:00:00-04:00,Pharma,152.76194763183594
2024-09-19 00:00:00-04:00,Pharma,153.31259155273438
2024-09-20 00:00:00-04:00,Pharma,152.6832733154297
2024-09-23 00:00:00-04:00,Pharma,152.3842315673828
2024-09-24 00:00:00-04:00,Pharma,152.0782928466797
2024-09-25 00:00:00-04:00,Pharma,150.59786987304688
2024-09-26 00:00:00-04:00,Pharma,151.10122680664062
2024-09-27 00:00:00-04:00,Pharma,151.02227783203125
2024-09-30 00:00:00-04:00,Pharma,152.00921630859375
2024-10-01 00:00:00-04:00,Pharma,151.2097930908203
2024-10-02 00:00:00-04:00,Pharma,150.90382385253906
2024-10-03 00:00:00-04:00,Pharma,149.54185485839844
2024-10-04 00:00:00-04:00,Pharma,149.66029357910156
2024-10-07 00:00:00-04:00,Pharma,148.9990234375
2024-10-08 00:00:00-04:00,Pharma,149.8083038330078
2024-10-09 00:00:00-04:00,Pharma,151.33807373046875
2024-10-10 00:00:00-04:00,Pharma,150.77554321289062
2024-10-11 00:00:00-04:00,Pharma,151.8809051513672
2024-10-14 00:00:00-04:00,Pharma,152.7198028564453
2024-10-15 00:00:00-04:00,Pharma,150.85447692871094
2024-10-16 00:00:00-04:00,Pharma,151.2788543701172
2024-10-17 00:00:00-04:00,Pharma,150.40048217773438
2024-10-18 00:00:00-04:00,Pharma,151.13082885742188
2024-10-21 00:00:00-04:00,Pharma,149.3543243408203
2024-10-22 00:00:00-04:00,Pharma,149.13719177246094
2024-10-23 00:00:00-04:00,Pharma,148.43646240234375
2024-10-24 00:00:00-04:00,Pharma,147.45938110351562
2024-10-25 00:00:00-04:00,Pharma,146.65008544921875
2024-10-28 00:00:00-04:00,Pharma,146.86721801757812
2024-10-29 00:00:00-04:00,Pharma,146.4625701904297
2024-10-30 00:00:00-04:00,Pharma,146.1862335205078
2024-10-31 00:00:00-04:00,Pharma,144.9525604248047
2024-11-01 00:00:00-04:00,Pharma,145.8112030029297
2024-11-04 00:00:00-05:00,Pharma,144.85385131835938
2024-11-05 00:00:00-05:00,Pharma,145.91976928710938
2024-11-06 00:00:00-05:00,Pharma,146.10726928710938
2024-11-07 00:00:00-05:00,Pharma,147.16331481933594
2024-11-08 00:00:00-05:00,Pharma,148.21932983398438
2024-11-11 00:00:00-05:00,Pharma,147.350830078125
2024-11-12 00:00:00-05:00,Pharma,145.2979736328125
2024-11-13 00:00:00-05:00,Pharma,144.91307067871094
2024-11-14 00:00:00-05:00,Pharma,142.63323974609375
2024-11-15 00:00:00-05:00,Pharma,139.98822021484375
2024-11-18 00:00:00-05:00,Pharma,140.08692932128906
2024-11-19 00:00:00-05:00,Pharma,139.36643981933594
2024-11-20 00:00:00-05:00,Pharma,141.0146484375
2024-11-21 00:00:00-05:00,Pharma,142.1496124267578
2024-11-22 00:00:00-05:00,Pharma,142.27792358398438
2024-11-25 00:00:00-05:00,Pharma,143.4918670654297
2024-11-26 00:00:00-05:00,Pharma,144.26168823242188
2024-11-27 00:00:00-05:00,Pharma,145.03150939941406
2024-11-29 00:00:00-05:00,Pharma,145.48550415039062
2024-12-02 00:00:00-05:00,Pharma,145.22889709472656
2024-12-03 00:00:00-05:00,Pharma,144.90321350097656
2024-12-04 00:00:00-05:00,Pharma,144.8242645263672
2024-12-05 00:00:00-05:00,Pharma,143.20565795898438
2024-12-06 00:00:00-05:00,Pharma,142.3963623046875
2024-12-09 00:00:00-05:00,Pharma,142.81089782714844
2024-12-10 00:00:00-05:00,Pharma,142.21873474121094
2024-12-11 00:00:00-05:00,Pharma,140.2843017578125
2024-12-12 00:00:00-05:00,Pharma,139.16905212402344
2024-12-13 00:00:00-05:00,Pharma,139.14932250976562
2024-12-16 00:00:00-05:00,Pharma,137.4912567138672
2024-12-17 00:00:00-05:00,Pharma,137.39256286621094
2024-12-18 00:00:00-05:00,Pharma,135.5272216796875
2024-12-19 00:00:00-05:00,Pharma,134.5008087158203
2024-12-20 00:00:00-05:00,Pharma,136.19834899902344
2024-12-23 00:00:00-05:00,Pharma,137.55857849121094
2024-12-24 00:00:00-05:00,Pharma,138.12368774414062
2024-12-26 00:00:00-05:00,Pharma,138.40127563476562
2024-12-27 00:00:00-05:00,Pharma,137.75685119628906
2024-12-30 00:00:00-05:00,Pharma,136.06153869628906
2024-12-31 00:00:00-05:00,Pharma,136.3887176513672
2025-01-02 00:00:00-05:00,Pharma,136.42835998535156
2025-01-03 00:00:00-05:00,Pharma,137.76678466796875
2025-01-06 00:00:00-05:00,Pharma,137.82626342773438
2025-01-07 00:00:00-05:00,Pharma,138.5103302001953
2025-01-08 00:00:00-05:00,Pharma,139.22413635253906
2025-01-10 00:00:00-05:00,Pharma,138.44093322753906
2025-01-13 00:00:00-05:00,Pharma,140.24530029296875
2025-01-14 00:00:00-05:00,Pharma,138.79783630371094
2025-01-15 00:00:00-05:00,Pharma,139.36294555664062
2025-01-16 00:00:00-05:00,Pharma,139.91815185546875
2025-01-17 00:00:00-05:00,Pharma,138.97628784179688
2025-01-21 00:00:00-05:00,Pharma,141.27638244628906
2025-01-22 00:00:00-05:00,Pharma,140.9591064453125
2025-01-23 00:00:00-05:00,Pharma,142.8428192138672
2025-01-24 00:00:00-05:00,Pharma,143.07081604003906
2025-01-27 00:00:00-05:00,Pharma,146.2830047607422
2025-01-28 00:00:00-05:00,Pharma,145.26185607910156
2025-01-29 00:00:00-05:00,Pharma,144.4092254638672
2025-01-30 00:00:00-05:00,Pharma,146.07479858398438
2025-01-31 00:00:00-05:00,Pharma,145.6088409423828
2025-02-03 00:00:00-05:00,Pharma,146.1739501953125
2025-02-04 00:00:00-05:00,Pharma,145.77737426757812
2025-02-05 00:00:00-05:00,Pharma,147.17527770996094
2025-02-06 00:00:00-05:00,Pharma,145.85670471191406
2025-02-07 00:00:00-05:00,Pharma,145.17262268066406
2025-02-10 00:00:00-05:00,Pharma,145.0437469482422
2025-02-11 00:00:00-05:00,Pharma,144.77606201171875
2025-02-12 00:00:00-05:00,Pharma,144.56787109375
2025-02-13 00:00:00-05:00,Pharma,145.13296508789062
2025-02-14 00:00:00-05:00,Pharma,143.55662536621094
2025-02-18 00:00:00-05:00,Pharma,143.27902221679688
2025-02-19 00:00:00-05:00,Pharma,145.14288330078125
2025-02-20 00:00:00-05:00,Pharma,145.95584106445312
2025-02-21 00:00:00-05:00,Pharma,145.17262268066406
2025-02-24 00:00:00-05:00,Pharma,146.35240173339844
2025-02-25 00:00:00-05:00,Pharma,147.61151123046875
2025-02-26 00:00:00-05:00,Pharma,146.5507049560547
2025-02-27 00:00:00-05:00,Pharma,145.95584106445312
2025-02-28 00:00:00-05:00,Pharma,147.65115356445312
2025-03-03 00:00:00-05:00,Pharma,148.2955780029297
2025-03-04 00:00:00-05:00,Pharma,146.91751098632812
2025-03-05 00:00:00-05:00,Pharma,148.39471435546875
2025-03-06 00:00:00-05:00,Pharma,147.98825073242188
2025-03-07 00:00:00-05:00,Pharma,147.99815368652344
2025-03-10 00:00:00-04:00,Pharma,146.4019775390625
2025-03-11 00:00:00-04:00,Pharma,144.8057861328125
2025-03-12 00:00:00-04:00,Pharma,143.35833740234375
2025-03-13 00:00:00-04:00,Pharma,142.59495544433594
2025-03-14 00:00:00-04:00,Pharma,143.6855010986328
2025-03-17 00:00:00-04:00,Pharma,145.50970458984375
2025-03-18 00:00:00-04:00,Pharma,145.57908630371094
2025-03-19 00:00:00-04:00,Pharma,145.65841674804688
2025-03-20 00:00:00-04:00,Pharma,145.7476348876953
2025-03-21 00:00:00-04:00,Pharma,145.34117126464844
2025-03-24 00:00:00-04:00,Pharma,146.45086669921875
2025-03-25 00:00:00-04:00,Pharma,144.57980346679688
2025-03-26 00:00:00-04:00,Pharma,144.0523223876953
2025-03-27 00:00:00-04:00,Pharma,144.28123474121094
2025-03-28 00:00:00-04:00,Pharma,143.8333740234375
2025-03-31 00:00:00-04:00,Pharma,145.3162841796875
2025-04-01 00:00:00-04:00,Pharma,142.65896606445312
2025-04-02 00:00:00-04:00,Pharma,143.61441040039062
2025-04-03 00:00:00-04:00,Pharma,142.44996643066406
2025-04-04 00:00:00-04:00,Pharma,134.63726806640625
2025-04-07 00:00:00-04:00,Pharma,133.83111572265625
